,train_accuracy,test_accuracy,train_auc,test_auc,test_precision,test_recall,test_f1,confusion_matrix,classification_report,roc_curve,pr_curve,cv_auc_mean,cv_auc_std,cv_scores,feature_importance
xgboost,0.90375,0.765,0.9736383928571428,0.7763095238095238,0.7719298245614035,0.9428571428571428,0.8488745980707395,"[[21, 39], [8, 132]]","{'0': {'precision': 0.7241379310344828, 'recall': 0.35, 'f1-score': 0.47191011235955055, 'support': 60.0}, '1': {'precision': 0.7719298245614035, 'recall': 0.9428571428571428, 'f1-score': 0.8488745980707395, 'support': 140.0}, 'accuracy': 0.765, 'macro avg': {'precision': 0.7480338777979432, 'recall': 0.6464285714285714, 'f1-score': 0.660392355215145, 'support': 200.0}, 'weighted avg': {'precision': 0.7575922565033273, 'recall': 0.765, 'f1-score': 0.7357852523573828, 'support': 200.0}}","{'fpr': [0.0, 0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.03333333333333333, 0.03333333333333333, 0.05, 0.05, 0.06666666666666667, 0.06666666666666667, 0.08333333333333333, 0.08333333333333333, 0.11666666666666667, 0.11666666666666667, 0.13333333333333333, 0.13333333333333333, 0.15, 0.15, 0.16666666666666666, 0.16666666666666666, 0.18333333333333332, 0.18333333333333332, 0.2, 0.2, 0.21666666666666667, 0.21666666666666667, 0.23333333333333334, 0.23333333333333334, 0.25, 0.25, 0.26666666666666666, 0.26666666666666666, 0.3, 0.3, 0.3333333333333333, 0.3333333333333333, 0.35, 0.35, 0.36666666666666664, 0.36666666666666664, 0.4, 0.4, 0.43333333333333335, 0.43333333333333335, 0.4666666666666667, 0.4666666666666667, 0.48333333333333334, 0.48333333333333334, 0.5, 0.5, 0.5333333333333333, 0.5333333333333333, 0.55, 0.55, 0.5833333333333334, 0.5833333333333334, 0.6, 0.6, 0.6333333333333333, 0.6333333333333333, 0.65, 0.65, 0.75, 0.75, 0.85, 0.85, 0.8666666666666667, 0.8666666666666667, 0.8833333333333333, 0.8833333333333333, 0.9666666666666667, 0.9666666666666667, 1.0], 'tpr': [0.0, 0.007142857142857143, 0.05714285714285714, 0.05714285714285714, 0.17857142857142858, 0.17857142857142858, 0.21428571428571427, 0.21428571428571427, 0.2785714285714286, 0.2785714285714286, 0.40714285714285714, 0.40714285714285714, 0.4142857142857143, 0.4142857142857143, 0.45, 0.45, 0.4928571428571429, 0.4928571428571429, 0.5071428571428571, 0.5071428571428571, 0.5142857142857142, 0.5142857142857142, 0.5428571428571428, 0.5428571428571428, 0.5857142857142857, 0.5857142857142857, 0.6, 0.6, 0.6857142857142857, 0.6857142857142857, 0.6928571428571428, 0.6928571428571428, 0.7285714285714285, 0.7285714285714285, 0.7428571428571429, 0.7428571428571429, 0.7642857142857142, 0.7642857142857142, 0.7857142857142857, 0.7857142857142857, 0.8142857142857143, 0.8142857142857143, 0.8214285714285714, 0.8214285714285714, 0.8357142857142857, 0.8357142857142857, 0.85, 0.85, 0.8571428571428571, 0.8571428571428571, 0.8642857142857143, 0.8642857142857143, 0.8785714285714286, 0.8785714285714286, 0.8857142857142857, 0.8857142857142857, 0.9142857142857143, 0.9142857142857143, 0.9214285714285714, 0.9214285714285714, 0.9357142857142857, 0.9357142857142857, 0.9428571428571428, 0.9428571428571428, 0.9571428571428572, 0.9571428571428572, 0.9785714285714285, 0.9785714285714285, 0.9857142857142858, 0.9857142857142858, 0.9928571428571429, 0.9928571428571429, 1.0, 1.0]}","{'precision': [0.7, 0.7035175879396985, 0.7070707070707071, 0.7055837563451777, 0.7091836734693877, 0.7128205128205128, 0.7164948453608248, 0.7202072538860104, 0.7239583333333334, 0.7225130890052356, 0.7263157894736842, 0.7248677248677249, 0.7287234042553191, 0.7272727272727273, 0.7258064516129032, 0.7243243243243244, 0.7282608695652174, 0.73224043715847, 0.7362637362637363, 0.7403314917127072, 0.7444444444444445, 0.7486033519553073, 0.7471910112359551, 0.7457627118644068, 0.75, 0.7542857142857143, 0.7586206896551724, 0.7630057803468208, 0.7674418604651163, 0.7719298245614035, 0.7705882352941177, 0.7751479289940828, 0.7738095238095238, 0.7724550898203593, 0.7771084337349398, 0.7818181818181819, 0.7804878048780488, 0.7852760736196319, 0.7839506172839507, 0.782608695652174, 0.78125, 0.779874213836478, 0.7848101265822784, 0.7898089171974523, 0.7884615384615384, 0.7935483870967742, 0.7922077922077922, 0.7908496732026143, 0.7960526315789473, 0.8013245033112583, 0.8, 0.8053691275167785, 0.8040540540540541, 0.8095238095238095, 0.8082191780821918, 0.8068965517241379, 0.8125, 0.8181818181818182, 0.8169014084507042, 0.8156028368794326, 0.8214285714285714, 0.8273381294964028, 0.8260869565217391, 0.8321167883211679, 0.8382352941176471, 0.837037037037037, 0.835820895522388, 0.8345864661654135, 0.8333333333333334, 0.8396946564885496, 0.8384615384615385, 0.8372093023255814, 0.8359375, 0.84251968503937, 0.8412698412698413, 0.84, 0.8387096774193549, 0.8455284552845529, 0.8524590163934426, 0.8512396694214877, 0.85, 0.8571428571428571, 0.864406779661017, 0.8632478632478633, 0.8620689655172413, 0.8608695652173913, 0.8596491228070176, 0.8584070796460177, 0.8660714285714286, 0.8648648648648649, 0.8727272727272727, 0.8715596330275229, 0.8703703703703703, 0.8691588785046729, 0.8679245283018868, 0.8666666666666667, 0.8653846153846154, 0.8640776699029126, 0.8627450980392157, 0.8613861386138614, 0.86, 0.8585858585858586, 0.8571428571428571, 0.865979381443299, 0.8645833333333334, 0.8631578947368421, 0.8723404255319149, 0.8709677419354839, 0.8695652173913043, 0.8681318681318682, 0.8666666666666667, 0.8651685393258427, 0.8636363636363636, 0.8735632183908046, 0.872093023255814, 0.8705882352941177, 0.8690476190476191, 0.8674698795180723, 0.8780487804878049, 0.8765432098765432, 0.8875, 0.8860759493670886, 0.8846153846153846, 0.8961038961038961, 0.8947368421052632, 0.8933333333333333, 0.8918918918918919, 0.8904109589041096, 0.8888888888888888, 0.8873239436619719, 0.9, 0.8985507246376812, 0.8970588235294118, 0.8955223880597015, 0.8939393939393939, 0.8923076923076924, 0.90625, 0.9206349206349206, 0.9193548387096774, 0.9344262295081968, 0.9333333333333333, 0.9322033898305084, 0.9310344827586207, 0.9298245614035088, 0.9285714285714286, 0.9272727272727272, 0.9259259259259259, 0.9245283018867925, 0.9230769230769231, 0.9215686274509803, 0.92, 0.9183673469387755, 0.9166666666666666, 0.9148936170212766, 0.9130434782608695, 0.9111111111111111, 0.9090909090909091, 0.9069767441860465, 0.9285714285714286, 0.926829268292683, 0.925, 0.9230769230769231, 0.9210526315789473, 0.918918918918919, 0.9166666666666666, 0.9142857142857143, 0.9117647058823529, 0.9090909090909091, 0.9375, 0.9354838709677419, 0.9333333333333333, 0.9310344827586207, 0.9285714285714286, 0.9259259259259259, 0.9615384615384616, 0.96, 0.9583333333333334, 0.9565217391304348, 0.9545454545454546, 0.9523809523809523, 0.95, 0.9473684210526315, 0.9444444444444444, 0.9411764705882353, 0.9375, 0.9333333333333333, 0.9285714285714286, 0.9230769230769231, 0.9166666666666666, 0.9090909090909091, 0.9, 0.8888888888888888, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], 'recall': [1.0, 1.0, 1.0, 0.9928571428571429, 0.9928571428571429, 0.9928571428571429, 0.9928571428571429, 0.9928571428571429, 0.9928571428571429, 0.9857142857142858, 0.9857142857142858, 0.9785714285714285, 0.9785714285714285, 0.9714285714285714, 0.9642857142857143, 0.9571428571428572, 0.9571428571428572, 0.9571428571428572, 0.9571428571428572, 0.9571428571428572, 0.9571428571428572, 0.9571428571428572, 0.95, 0.9428571428571428, 0.9428571428571428, 0.9428571428571428, 0.9428571428571428, 0.9428571428571428, 0.9428571428571428, 0.9428571428571428, 0.9357142857142857, 0.9357142857142857, 0.9285714285714286, 0.9214285714285714, 0.9214285714285714, 0.9214285714285714, 0.9142857142857143, 0.9142857142857143, 0.9071428571428571, 0.9, 0.8928571428571429, 0.8857142857142857, 0.8857142857142857, 0.8857142857142857, 0.8785714285714286, 0.8785714285714286, 0.8714285714285714, 0.8642857142857143, 0.8642857142857143, 0.8642857142857143, 0.8571428571428571, 0.8571428571428571, 0.85, 0.85, 0.8428571428571429, 0.8357142857142857, 0.8357142857142857, 0.8357142857142857, 0.8285714285714286, 0.8214285714285714, 0.8214285714285714, 0.8214285714285714, 0.8142857142857143, 0.8142857142857143, 0.8142857142857143, 0.8071428571428572, 0.8, 0.7928571428571428, 0.7857142857142857, 0.7857142857142857, 0.7785714285714286, 0.7714285714285715, 0.7642857142857142, 0.7642857142857142, 0.7571428571428571, 0.75, 0.7428571428571429, 0.7428571428571429, 0.7428571428571429, 0.7357142857142858, 0.7285714285714285, 0.7285714285714285, 0.7285714285714285, 0.7214285714285714, 0.7142857142857143, 0.7071428571428572, 0.7, 0.6928571428571428, 0.6928571428571428, 0.6857142857142857, 0.6857142857142857, 0.6785714285714286, 0.6714285714285714, 0.6642857142857143, 0.6571428571428571, 0.65, 0.6428571428571429, 0.6357142857142857, 0.6285714285714286, 0.6214285714285714, 0.6142857142857143, 0.6071428571428571, 0.6, 0.6, 0.5928571428571429, 0.5857142857142857, 0.5857142857142857, 0.5785714285714286, 0.5714285714285714, 0.5642857142857143, 0.5571428571428572, 0.55, 0.5428571428571428, 0.5428571428571428, 0.5357142857142857, 0.5285714285714286, 0.5214285714285715, 0.5142857142857142, 0.5142857142857142, 0.5071428571428571, 0.5071428571428571, 0.5, 0.4928571428571429, 0.4928571428571429, 0.4857142857142857, 0.4785714285714286, 0.4714285714285714, 0.4642857142857143, 0.45714285714285713, 0.45, 0.45, 0.44285714285714284, 0.4357142857142857, 0.42857142857142855, 0.42142857142857143, 0.4142857142857143, 0.4142857142857143, 0.4142857142857143, 0.40714285714285714, 0.40714285714285714, 0.4, 0.39285714285714285, 0.38571428571428573, 0.37857142857142856, 0.37142857142857144, 0.36428571428571427, 0.35714285714285715, 0.35, 0.34285714285714286, 0.3357142857142857, 0.32857142857142857, 0.32142857142857145, 0.3142857142857143, 0.30714285714285716, 0.3, 0.29285714285714287, 0.2857142857142857, 0.2785714285714286, 0.2785714285714286, 0.2714285714285714, 0.2642857142857143, 0.2571428571428571, 0.25, 0.24285714285714285, 0.2357142857142857, 0.22857142857142856, 0.22142857142857142, 0.21428571428571427, 0.21428571428571427, 0.20714285714285716, 0.2, 0.19285714285714287, 0.18571428571428572, 0.17857142857142858, 0.17857142857142858, 0.17142857142857143, 0.16428571428571428, 0.15714285714285714, 0.15, 0.14285714285714285, 0.1357142857142857, 0.12857142857142856, 0.12142857142857143, 0.11428571428571428, 0.10714285714285714, 0.1, 0.09285714285714286, 0.08571428571428572, 0.07857142857142857, 0.07142857142857142, 0.06428571428571428, 0.05714285714285714, 0.05714285714285714, 0.05, 0.04285714285714286, 0.03571428571428571, 0.02857142857142857, 0.02142857142857143, 0.014285714285714285, 0.007142857142857143, 0.0]}",0.7895833333333334,0.05571153123914473,"[0.7803199404761906, 0.7457217261904762, 0.84765625, 0.7159598214285715, 0.8582589285714285]","{'checking_status': np.float32(0.20611936), 'duration': np.float32(0.05866056), 'credit_history': np.float32(0.041910995), 'purpose': np.float32(0.05570222), 'credit_amount': np.float32(0.045522507), 'savings_status': np.float32(0.046001866), 'employment': np.float32(0.036481), 'installment_commitment': np.float32(0.03695941), 'personal_status': np.float32(0.036066435), 'other_parties': np.float32(0.06022223), 'residence_since': np.float32(0.040301222), 'property_magnitude': np.float32(0.04316556), 'age': np.float32(0.034868784), 'other_payment_plans': np.float32(0.04618203), 'housing': np.float32(0.031862933), 'existing_credits': np.float32(0.030151138), 'job': np.float32(0.031689066), 'num_dependents': np.float32(0.03083695), 'own_telephone': np.float32(0.036492452), 'foreign_worker': np.float32(0.05080324)}"
random_forest,0.96125,0.755,0.9985565476190477,0.7863095238095239,0.7692307692307693,0.9285714285714286,0.8414239482200647,"[[21, 39], [10, 130]]","{'0': {'precision': 0.6774193548387096, 'recall': 0.35, 'f1-score': 0.46153846153846156, 'support': 60.0}, '1': {'precision': 0.7692307692307693, 'recall': 0.9285714285714286, 'f1-score': 0.8414239482200647, 'support': 140.0}, 'accuracy': 0.755, 'macro avg': {'precision': 0.7233250620347395, 'recall': 0.6392857142857142, 'f1-score': 0.6514812048792631, 'support': 200.0}, 'weighted avg': {'precision': 0.7416873449131514, 'recall': 0.755, 'f1-score': 0.7274583022155838, 'support': 200.0}}","{'fpr': [0.0, 0.0, 0.0, 0.016666666666666666, 0.016666666666666666, 0.03333333333333333, 0.03333333333333333, 0.05, 0.05, 0.06666666666666667, 0.06666666666666667, 0.08333333333333333, 0.08333333333333333, 0.1, 0.1, 0.11666666666666667, 0.11666666666666667, 0.13333333333333333, 0.13333333333333333, 0.15, 0.15, 0.16666666666666666, 0.16666666666666666, 0.2, 0.2, 0.21666666666666667, 0.21666666666666667, 0.23333333333333334, 0.23333333333333334, 0.25, 0.25, 0.26666666666666666, 0.26666666666666666, 0.31666666666666665, 0.31666666666666665, 0.3333333333333333, 0.3333333333333333, 0.38333333333333336, 0.38333333333333336, 0.4166666666666667, 0.4166666666666667, 0.43333333333333335, 0.43333333333333335, 0.45, 0.45, 0.4666666666666667, 0.4666666666666667, 0.48333333333333334, 0.48333333333333334, 0.5, 0.5, 0.5333333333333333, 0.5333333333333333, 0.55, 0.55, 0.5833333333333334, 0.5833333333333334, 0.6, 0.6, 0.6333333333333333, 0.6333333333333333, 0.6833333333333333, 0.6833333333333333, 0.7166666666666667, 0.7166666666666667, 0.7333333333333333, 0.7333333333333333, 0.75, 0.75, 0.7666666666666667, 0.7666666666666667, 0.8166666666666667, 0.8166666666666667, 0.8333333333333334, 0.8333333333333334, 0.95, 0.95, 0.9666666666666667, 0.9666666666666667, 1.0], 'tpr': [0.0, 0.007142857142857143, 0.08571428571428572, 0.08571428571428572, 0.2357142857142857, 0.2357142857142857, 0.30714285714285716, 0.30714285714285716, 0.35714285714285715, 0.35714285714285715, 0.37857142857142856, 0.37857142857142856, 0.4142857142857143, 0.4142857142857143, 0.42857142857142855, 0.42857142857142855, 0.4642857142857143, 0.4642857142857143, 0.5357142857142857, 0.5357142857142857, 0.5928571428571429, 0.5928571428571429, 0.6214285714285714, 0.6214285714285714, 0.6357142857142857, 0.6357142857142857, 0.6428571428571429, 0.6428571428571429, 0.6571428571428571, 0.6571428571428571, 0.7142857142857143, 0.7142857142857143, 0.7285714285714285, 0.7285714285714285, 0.75, 0.75, 0.7714285714285715, 0.7714285714285715, 0.7928571428571428, 0.7928571428571428, 0.8142857142857143, 0.8142857142857143, 0.8214285714285714, 0.8214285714285714, 0.8357142857142857, 0.8357142857142857, 0.8571428571428571, 0.8571428571428571, 0.8642857142857143, 0.8642857142857143, 0.8714285714285714, 0.8714285714285714, 0.8857142857142857, 0.8857142857142857, 0.8928571428571429, 0.8928571428571429, 0.9071428571428571, 0.9071428571428571, 0.9214285714285714, 0.9214285714285714, 0.9285714285714286, 0.9285714285714286, 0.9357142857142857, 0.9357142857142857, 0.9428571428571428, 0.9428571428571428, 0.95, 0.95, 0.9571428571428572, 0.9571428571428572, 0.9714285714285714, 0.9714285714285714, 0.9785714285714285, 0.9785714285714285, 0.9857142857142858, 0.9857142857142858, 0.9928571428571429, 0.9928571428571429, 1.0, 1.0]}","{'precision': [0.7, 0.7035175879396985, 0.7070707070707071, 0.7055837563451777, 0.7091836734693877, 0.7076923076923077, 0.711340206185567, 0.7150259067357513, 0.71875, 0.7225130890052356, 0.7263157894736842, 0.7301587301587301, 0.7340425531914894, 0.732620320855615, 0.7365591397849462, 0.7351351351351352, 0.7391304347826086, 0.7431693989071039, 0.7472527472527473, 0.7458563535911602, 0.7444444444444445, 0.7486033519553073, 0.7471910112359551, 0.751412429378531, 0.75, 0.7542857142857143, 0.7528735632183908, 0.7572254335260116, 0.7616279069767442, 0.7602339181286549, 0.7647058823529411, 0.7692307692307693, 0.7738095238095238, 0.7724550898203593, 0.7771084337349398, 0.7818181818181819, 0.7804878048780488, 0.7791411042944786, 0.7839506172839507, 0.782608695652174, 0.78125, 0.7861635220125787, 0.7911392405063291, 0.7898089171974523, 0.7948717948717948, 0.7935483870967742, 0.7922077922077922, 0.7973856209150327, 0.8026315789473685, 0.8013245033112583, 0.8066666666666666, 0.8053691275167785, 0.8108108108108109, 0.8095238095238095, 0.8082191780821918, 0.8068965517241379, 0.8125, 0.8111888111888111, 0.8098591549295775, 0.8156028368794326, 0.8142857142857143, 0.8201438848920863, 0.8188405797101449, 0.8175182481751825, 0.8161764705882353, 0.8222222222222222, 0.8283582089552238, 0.8270676691729323, 0.8257575757575758, 0.8244274809160306, 0.8307692307692308, 0.8372093023255814, 0.84375, 0.84251968503937, 0.8412698412698413, 0.84, 0.8467741935483871, 0.8455284552845529, 0.8442622950819673, 0.8429752066115702, 0.85, 0.8571428571428571, 0.864406779661017, 0.8632478632478633, 0.8620689655172413, 0.8695652173913043, 0.868421052631579, 0.8672566371681416, 0.8660714285714286, 0.8648648648648649, 0.8636363636363636, 0.8623853211009175, 0.8611111111111112, 0.8598130841121495, 0.8679245283018868, 0.8666666666666667, 0.8653846153846154, 0.8737864077669902, 0.8725490196078431, 0.8811881188118812, 0.88, 0.8787878787878788, 0.8877551020408163, 0.8969072164948454, 0.8958333333333334, 0.8947368421052632, 0.8936170212765957, 0.8924731182795699, 0.9021739130434783, 0.9010989010989011, 0.9, 0.898876404494382, 0.8977272727272727, 0.896551724137931, 0.8953488372093024, 0.8941176470588236, 0.8928571428571429, 0.9036144578313253, 0.9024390243902439, 0.9012345679012346, 0.9, 0.8987341772151899, 0.8974358974358975, 0.8961038961038961, 0.8947368421052632, 0.8933333333333333, 0.8918918918918919, 0.8904109589041096, 0.9027777777777778, 0.9014084507042254, 0.9, 0.8985507246376812, 0.8970588235294118, 0.8955223880597015, 0.9090909090909091, 0.9076923076923077, 0.90625, 0.9206349206349206, 0.9193548387096774, 0.9180327868852459, 0.9166666666666666, 0.9152542372881356, 0.9137931034482759, 0.9298245614035088, 0.9285714285714286, 0.9272727272727272, 0.9259259259259259, 0.9433962264150944, 0.9423076923076923, 0.9411764705882353, 0.94, 0.9387755102040817, 0.9375, 0.9361702127659575, 0.9347826086956522, 0.9555555555555556, 0.9545454545454546, 0.9534883720930233, 0.9523809523809523, 0.9512195121951219, 0.95, 0.9487179487179487, 0.9473684210526315, 0.9459459459459459, 0.9444444444444444, 0.9428571428571428, 0.9705882352941176, 0.9696969696969697, 0.96875, 0.967741935483871, 0.9666666666666667, 0.9655172413793104, 0.9642857142857143, 0.9629629629629629, 0.9615384615384616, 0.96, 0.9583333333333334, 0.9565217391304348, 0.9545454545454546, 0.9523809523809523, 0.95, 0.9473684210526315, 0.9444444444444444, 0.9411764705882353, 0.9375, 0.9333333333333333, 0.9285714285714286, 0.9230769230769231, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], 'recall': [1.0, 1.0, 1.0, 0.9928571428571429, 0.9928571428571429, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.9857142857142858, 0.9785714285714285, 0.9785714285714285, 0.9714285714285714, 0.9714285714285714, 0.9714285714285714, 0.9714285714285714, 0.9642857142857143, 0.9571428571428572, 0.9571428571428572, 0.95, 0.95, 0.9428571428571428, 0.9428571428571428, 0.9357142857142857, 0.9357142857142857, 0.9357142857142857, 0.9285714285714286, 0.9285714285714286, 0.9285714285714286, 0.9285714285714286, 0.9214285714285714, 0.9214285714285714, 0.9214285714285714, 0.9142857142857143, 0.9071428571428571, 0.9071428571428571, 0.9, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8857142857142857, 0.8857142857142857, 0.8785714285714286, 0.8714285714285714, 0.8714285714285714, 0.8714285714285714, 0.8642857142857143, 0.8642857142857143, 0.8571428571428571, 0.8571428571428571, 0.85, 0.8428571428571429, 0.8357142857142857, 0.8357142857142857, 0.8285714285714286, 0.8214285714285714, 0.8214285714285714, 0.8142857142857143, 0.8142857142857143, 0.8071428571428572, 0.8, 0.7928571428571428, 0.7928571428571428, 0.7928571428571428, 0.7857142857142857, 0.7785714285714286, 0.7714285714285715, 0.7714285714285715, 0.7714285714285715, 0.7714285714285715, 0.7642857142857142, 0.7571428571428571, 0.75, 0.75, 0.7428571428571429, 0.7357142857142858, 0.7285714285714285, 0.7285714285714285, 0.7285714285714285, 0.7285714285714285, 0.7214285714285714, 0.7142857142857143, 0.7142857142857143, 0.7071428571428572, 0.7, 0.6928571428571428, 0.6857142857142857, 0.6785714285714286, 0.6714285714285714, 0.6642857142857143, 0.6571428571428571, 0.6571428571428571, 0.65, 0.6428571428571429, 0.6428571428571429, 0.6357142857142857, 0.6357142857142857, 0.6285714285714286, 0.6214285714285714, 0.6214285714285714, 0.6214285714285714, 0.6142857142857143, 0.6071428571428571, 0.6, 0.5928571428571429, 0.5928571428571429, 0.5857142857142857, 0.5785714285714286, 0.5714285714285714, 0.5642857142857143, 0.5571428571428572, 0.55, 0.5428571428571428, 0.5357142857142857, 0.5357142857142857, 0.5285714285714286, 0.5214285714285715, 0.5142857142857142, 0.5071428571428571, 0.5, 0.4928571428571429, 0.4857142857142857, 0.4785714285714286, 0.4714285714285714, 0.4642857142857143, 0.4642857142857143, 0.45714285714285713, 0.45, 0.44285714285714284, 0.4357142857142857, 0.42857142857142855, 0.42857142857142855, 0.42142857142857143, 0.4142857142857143, 0.4142857142857143, 0.40714285714285714, 0.4, 0.39285714285714285, 0.38571428571428573, 0.37857142857142856, 0.37857142857142856, 0.37142857142857144, 0.36428571428571427, 0.35714285714285715, 0.35714285714285715, 0.35, 0.34285714285714286, 0.3357142857142857, 0.32857142857142857, 0.32142857142857145, 0.3142857142857143, 0.30714285714285716, 0.30714285714285716, 0.3, 0.29285714285714287, 0.2857142857142857, 0.2785714285714286, 0.2714285714285714, 0.2642857142857143, 0.2571428571428571, 0.25, 0.24285714285714285, 0.2357142857142857, 0.2357142857142857, 0.22857142857142856, 0.22142857142857142, 0.21428571428571427, 0.20714285714285716, 0.2, 0.19285714285714287, 0.18571428571428572, 0.17857142857142858, 0.17142857142857143, 0.16428571428571428, 0.15714285714285714, 0.15, 0.14285714285714285, 0.1357142857142857, 0.12857142857142856, 0.12142857142857143, 0.11428571428571428, 0.10714285714285714, 0.1, 0.09285714285714286, 0.08571428571428572, 0.08571428571428572, 0.07857142857142857, 0.07142857142857142, 0.06428571428571428, 0.05714285714285714, 0.05, 0.04285714285714286, 0.03571428571428571, 0.02857142857142857, 0.02142857142857143, 0.014285714285714285, 0.007142857142857143, 0.0]}",0.7939732142857142,0.06043693673130695,"[0.8031994047619048, 0.7373511904761906, 0.8697916666666666, 0.7133556547619048, 0.8461681547619048]","{'checking_status': np.float64(0.13934858713631462), 'duration': np.float64(0.10975180363706585), 'credit_history': np.float64(0.05185121327306193), 'purpose': np.float64(0.08175531719084914), 'credit_amount': np.float64(0.13365098680992), 'savings_status': np.float64(0.04527215915244611), 'employment': np.float64(0.0421155950341661), 'installment_commitment': np.float64(0.034291599242112315), 'personal_status': np.float64(0.028354531795246263), 'other_parties': np.float64(0.01969648951668477), 'residence_since': np.float64(0.03488616389385666), 'property_magnitude': np.float64(0.03561670705584279), 'age': np.float64(0.09896988818884359), 'other_payment_plans': np.float64(0.03406147210594068), 'housing': np.float64(0.02627851756519078), 'existing_credits': np.float64(0.01932337019013929), 'job': np.float64(0.02779447989354577), 'num_dependents': np.float64(0.014102342271817312), 'own_telephone': np.float64(0.01743322699870576), 'foreign_worker': np.float64(0.005445549048250309)}"
